maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,pressure,visibility,winddirDegree,windspeedKmph,tempC,precipMM,precipInch
41,27,0,11.6,9,54,-7,36,36,37,16,0,6,1009,10,224,10,41,0,0
42,27,0,11.6,9,62,-3,35,35,36,17,0,9,1008,10,266,12,42,0,0
41,28,0,11.6,9,69,4,35,35,36,18,0,16,1007,10,281,14,41,0,0
41,28,0,11.6,9,77,11,36,36,36,18,0,27,1006,10,275,14,41,0,0
42,28,0,11.6,9,85,16,39,39,37,13,0,32,1007,10,243,11,42,0,0
44,29,0,11.6,9,92,13,39,39,37,17,0,28,1007,10,273,13,44,0,0
43,28,0,11.6,9,100,14,37,37,36,21,0,31,1006,10,257,16,43,0,0
43,29,0,11.6,9,100,15,38,38,36,23,0,32,1004,10,258,18,43,0,0
43,28,0,11.6,9,89,14,38,38,37,19,0,31,1006,10,257,15,43,0,0
44,28,0,11.6,9,82,14,38,38,37,18,1,31,1006,10,245,14,44,0,0
43,28,0,11.6,9,75,16,39,39,37,16,0,34,1006,10,210,13,43,0,0
42,29,0,11.6,9,68,21,40,40,36,17,1,46,1006,10,195,13,42,0,0
43,29,0,11.6,9,60,16,41,41,38,14,2,35,1007,10,247,11,43,0,0
43,30,0,11.6,9,53,10,38,38,37,16,0,22,1007,10,271,13,43,0,0
41,28,0,11.6,9,46,13,36,36,35,19,0,30,1007,10,259,15,41,0,0
41,28,0,11.6,9,39,16,36,36,35,17,1,34,1007,10,271,14,41,0,0
42,29,0,11.6,9,31,14,37,37,37,18,0,29,1007,10,286,14,42,0,0
43,30,0,11.6,9,24,13,40,40,39,14,1,24,1008,10,287,11,43,0,0
44,31,0,11.6,10,17,13,40,40,39,17,1,24,1006,10,266,13,44,0,0
43,30,0,13.1,9,9,11,38,38,37,20,0,24,1006,10,263,16,43,0,0
43,30,0,13.1,9,2,15,40,40,38,17,1,29,1006,10,265,13,43,0,0
42,30,0,13.5,9,0,16,40,40,38,15,2,31,1006,10,268,12,42,0,0
44,31,0,13.6,9,0,13,39,39,38,19,0,25,1005,10,275,15,44,0,0
44,30,0,13.6,9,5,14,40,40,38,19,0,30,1004,10,281,15,44,0,0
44,30,0,13.6,10,12,12,40,40,38,20,0,24,1004,10,286,16,44,0,0
44,31,0,13.6,10,19,12,39,39,38,20,0,25,1004,10,269,16,44,0,0
43,30,0,13.6,9,27,13,39,39,38,16,0,27,1004,10,251,13,43,0,0
44,30,0,13.6,9,34,14,41,41,39,17,0,28,1004,10,241,13,44,0,0
44,30,0,13.6,9,41,15,41,41,39,15,0,28,1005,10,224,12,44,0,0
45,30,0,13.6,10,48,15,41,41,38,18,0,28,1004,10,240,14,45,0,0
45,31,0,13.6,10,56,7,40,40,39,17,4,18,1004,10,273,13,45,0,0
44,31,0,13.6,9,63,10,38,38,37,18,14,22,1003,10,273,14,44,0,0
43,29,0,13.6,9,70,12,38,38,37,19,5,28,1004,10,268,14,43,0,0
44,30,0,13.6,10,78,13,41,41,38,19,1,29,1003,10,281,15,44,0,0
45,31,0,13.6,10,85,13,42,42,40,19,1,25,1002,10,283,15,45,0,0
44,31,0,13.7,10,92,16,42,42,39,18,1,31,1000,10,273,14,44,0,0
43,30,0,13.7,9,99,20,41,41,37,21,0,42,1000,10,239,17,43,0,0
42,31,0,13.7,9,100,21,40,40,36,25,2,46,1001,10,206,20,42,0,0
43,31,0,13.7,9,89,21,42,42,37,21,4,44,1002,10,204,17,43,0,0
42,32,0,13.7,9,74,22,42,42,37,18,4,43,1004,10,211,14,42,0,0
43,32,0,13.7,9,67,21,43,43,38,14,4,39,1004,10,260,12,43,0,0
43,31,0,13.7,9,59,19,40,40,37,22,4,38,1003,10,266,18,43,0,0
43,31,0,13.7,9,52,20,41,41,37,17,3,39,1002,10,258,14,43,0,0
43,31,0,13.7,9,44,19,42,42,38,19,1,38,1003,10,275,15,43,0,0
43,32,0,13.7,9,36,18,41,41,38,21,3,34,1004,10,278,17,43,0,0
44,31,0,13.7,9,29,19,41,41,37,26,2,39,1001,10,272,21,44,0,0
43,30,0,13.7,9,21,21,40,40,36,24,9,44,999,10,255,19,43,0,0
41,32,0,13.7,9,14,22,41,41,36,23,36,47,997,10,234,19,41,0,0
41,32,0,12.1,8,6,22,42,42,36,21,37,45,998,10,231,17,41,0,0
42,32,0,13.7,9,0,22,42,42,37,26,26,45,999,10,259,21,42,0,0
41,31,0,13.7,9,0,21,40,40,36,28,22,44,999,10,242,23,41,0,0
42,30,0,13.7,9,0,20,40,40,36,32,11,42,1000,10,240,26,42,0,0
42,31,0,13.7,9,1,19,39,39,36,32,13,40,1001,10,238,26,42,0,0
40,30,0,13.7,9,9,20,38,38,35,32,26,43,1002,10,223,25,40,0,0
38,30,0,13.7,9,16,21,38,38,34,30,32,46,1003,10,221,23,38,0,0
38,30,0,13.3,8,24,22,38,38,34,24,46,49,1002,10,221,19,38,0,0
40,31,0,13.7,9,31,21,40,40,35,20,26,46,1002,10,221,16,40,0,0
41,31,0,13.7,8,39,21,40,40,36,19,17,43,1002,10,237,16,41,0,0
43,31,0,13.7,9,46,18,41,41,38,16,0,37,1002,10,262,13,43,0,0
42,30,0,13.7,9,54,21,41,41,37,18,2,43,1002,10,252,14,42,0,0
41,31,0,13.7,8,61,22,41,41,36,19,21,47,1001,10,241,15,41,1.1,0.04330711
38,31,0,13.3,8,69,23,40,40,34,17,49,51,1001,10,244,13,38,6.1,0.24015761
37,31,0,13.7,8,77,23,40,40,34,14,34,53,1001,10,232,12,37,0,0
38,31,0,13.3,7,84,22,38,38,33,26,47,53,1000,10,258,20,38,2.5,0.09842525
35,31,0,9.8,7,92,22,37,37,33,21,66,54,999,10,233,17,35,0,0
36,30,0,10.9,7,99,21,37,37,33,21,58,50,998,10,235,16,36,0,0
35,30,0,9.8,7,100,22,38,38,33,16,67,54,999,9,227,12,35,2.9,0.11417329
36,31,0,10.9,7,86,21,37,37,33,23,57,51,1000,10,217,18,36,0.9,0.03543309
37,29,0,13.7,8,78,22,37,37,33,22,40,52,1002,10,204,18,37,0.6,0.02362206
38,30,0,13.7,9,75,22,38,38,33,25,33,52,1003,10,207,20,38,0,0
36,30,0,13.3,7,68,23,38,38,33,24,60,56,1001,10,208,19,36,0.1,0.00393701
34,30,0,9.8,7,61,24,36,36,31,27,64,65,1001,10,216,20,34,5.5,0.21653555
34,29,0,9.8,7,54,23,36,36,31,25,76,62,1001,10,225,19,34,1.3,0.05118113
35,29,0,10.9,7,46,22,36,36,32,19,60,55,1002,10,238,14,35,0,0
35,29,0,12.1,7,39,22,37,37,33,20,56,54,1003,10,275,15,35,0,0
37,30,0,13.3,7,32,22,38,38,33,21,46,52,1001,10,275,16,37,0.6,0.02362206
37,30,0,13.3,7,24,23,38,38,33,20,50,55,1001,9,263,16,37,0.4,0.01574804
34,30,0,13.3,7,17,23,37,37,32,15,50,60,1000,9,244,12,34,1.5,0.05905515
33,30,0,7.9,7,10,25,38,38,31,14,78,67,1000,9,253,10,33,10.9,0.42913409
31,29,0,7.9,6,3,24,35,35,30,12,77,71,1001,9,252,9,31,8.7,0.34251987
29,27,0,9.1,6,0,24,33,33,28,18,62,78,1000,9,230,12,29,14.7,0.57874047
33,27,0,9.1,7,0,24,36,36,30,17,53,71,999,9,245,12,33,16,0.6299216
33,28,0,10.4,7,4,24,36,36,31,11,55,70,998,9,257,9,33,7.1,0.27952771
32,28,0,9.1,6,12,25,35,35,29,21,72,79,997,8,303,14,32,18.9,0.74409489
34,28,0,9.1,7,19,25,35,35,30,18,73,74,997,10,269,13,34,9.2,0.36220492
31,27,0,6.6,6,26,25,35,35,29,16,91,78,998,10,205,13,31,1.1,0.04330711
33,27,0,10.4,7,34,24,36,36,30,20,74,72,1000,10,220,15,33,5.3,0.20866153
33,28,0,9.1,7,41,24,35,35,30,21,71,74,1001,9,251,15,33,11.1,0.43700811
30,27,0,6.6,6,48,24,33,33,28,25,84,79,1000,9,255,17,30,16,0.6299216
31,27,0,6.6,6,55,24,34,34,29,25,87,76,1001,9,251,17,31,10.6,0.41732306
30,27,0,6.6,6,63,23,32,32,28,22,78,77,1001,9,242,16,30,5,0.1968505
31,27,0,9.1,6,70,23,33,33,29,19,75,72,1001,10,243,14,31,0,0
30,27,0,6.6,6,77,23,32,32,28,18,76,74,1002,10,250,14,30,0,0
33,27,0,7.8,7,84,23,33,33,29,24,74,68,1003,10,238,18,33,0,0
30,27,0,6.6,6,92,23,32,32,29,31,88,70,1003,10,227,22,30,0,0
31,27,0,6.6,6,99,23,32,32,29,27,84,71,1002,10,220,19,31,0.3,0.01181103
32,27,0,7.8,6,100,23,33,33,29,25,72,71,1002,10,214,18,32,0,0
30,27,0,7.8,6,86,23,32,32,29,22,73,72,1003,10,219,16,30,0,0
33,27,0,7.8,7,79,22,33,33,30,21,67,64,1003,10,239,15,33,0,0
31,27,0,10.3,6,75,22,32,32,29,23,60,66,1003,10,240,16,31,0,0
32,27,0,6.6,7,65,22,33,33,30,26,75,64,1003,10,237,18,32,0,0
31,28,0,6.6,6,57,22,33,33,29,23,80,66,1005,10,238,17,31,0,0
33,28,0,7.8,7,50,22,34,34,30,24,61,63,1005,10,246,17,33,0,0
33,27,0,6.5,7,43,22,33,33,29,23,70,64,1005,10,251,17,33,0.1,0.00393701
30,27,0,6.5,6,36,22,32,32,29,26,94,68,1004,10,241,19,30,0.1,0.00393701
31,27,0,6.5,6,28,22,31,31,28,26,78,68,1003,10,233,18,31,0.1,0.00393701
30,26,0,6.5,6,21,22,31,31,28,21,74,70,1001,10,231,15,30,1.1,0.04330711
30,27,0,7.8,6,14,22,32,32,29,13,69,69,1002,10,235,10,30,0.2,0.00787402
33,27,0,10.3,7,6,22,34,34,30,14,64,64,1004,10,253,10,33,1.9,0.07480319
34,27,0,9.1,7,0,22,35,35,31,19,61,60,1005,10,247,15,34,0.4,0.01574804
33,27,0,6.5,7,0,22,34,34,30,26,66,63,1004,10,250,19,33,0,0
31,27,0,6.5,6,1,22,32,32,29,24,73,69,1000,10,224,17,31,0,0
32,26,0,7.8,7,8,23,33,33,29,20,68,69,1000,10,219,15,32,0.4,0.01574804
30,27,0,7.8,6,15,23,32,32,29,16,69,71,1002,10,234,12,30,0.6,0.02362206
33,27,0,6.5,7,22,23,34,34,30,13,71,65,1002,10,255,10,33,0.1,0.00393701
33,27,0,9,7,30,23,34,34,30,18,59,67,1002,10,292,13,33,2.6,0.10236226
29,26,0,6.5,6,37,24,31,31,27,30,93,83,1000,9,278,20,29,13.4,0.52755934
32,26,0,10.3,6,44,24,32,32,28,19,70,78,1001,8,246,13,32,9.1,0.35826791
33,26,0,7.7,7,51,23,34,34,29,19,65,71,1002,10,249,14,33,4.7,0.18503947
33,27,0,9,7,59,24,34,34,29,18,74,74,1003,9,262,13,33,6.8,0.26771668
27,26,0,6.4,6,66,24,30,30,26,21,82,86,1003,9,259,15,27,9.8,0.38582698
29,25,0,10.3,6,73,24,30,30,27,17,68,84,1004,9,252,12,29,8.1,0.31889781
32,25,0,9,6,81,23,32,32,28,21,55,74,1005,10,242,15,32,0,0
33,25,0,7.7,7,88,23,32,32,29,23,67,70,1005,10,232,17,33,0,0
33,26,0,7.7,7,95,22,32,32,29,23,62,69,1004,10,232,17,33,0.4,0.01574804
30,26,0,10.3,6,100,22,31,31,28,18,55,72,1003,10,235,13,30,0.9,0.03543309
30,26,0,10.3,6,100,22,31,31,29,13,42,67,1004,10,233,9,30,0.2,0.00787402
33,26,0,6.4,7,83,22,33,33,30,12,53,64,1004,10,244,9,33,1,0.0393701
29,26,0,6.4,6,76,23,30,30,27,18,90,81,1006,10,263,13,29,5,0.1968505
32,25,0,7.5,6,69,23,32,32,29,20,67,72,1005,10,251,15,32,0.6,0.02362206
30,26,0,7.5,6,65,23,31,31,28,19,68,74,1006,9,244,14,30,0.2,0.00787402
32,25,0,8.9,6,48,22,31,31,28,17,63,71,1006,10,226,13,32,0,0
33,26,0,11.6,8,41,22,32,32,29,18,46,68,1006,10,243,13,33,0,0
29,26,0,10.2,6,33,22,30,30,27,14,57,72,1006,10,245,10,29,0.1,0.00393701
31,25,0,8.9,6,26,21,31,31,28,15,59,65,1008,10,251,11,31,0.1,0.00393701
31,24,0,10.2,6,18,21,31,31,28,17,23,65,1007,10,261,13,31,0,0
32,24,0,11.6,6,11,20,30,30,28,18,28,65,1007,10,267,14,32,0,0
31,24,0,10.2,6,3,20,30,30,28,12,37,62,1007,10,261,9,31,0,0
28,25,0,7.5,6,0,21,29,29,27,15,76,72,1007,8,264,11,28,1.2,0.04724412
26,25,0,6.1,6,0,22,28,28,26,14,80,77,1008,8,213,9,26,1.2,0.04724412
31,25,0,10.2,6,0,22,31,31,28,14,54,69,1011,10,226,10,31,0,0
32,25,0,8.9,7,4,21,32,32,29,17,46,65,1011,10,247,13,32,0,0
32,25,0,7.5,7,12,21,32,32,29,18,54,65,1009,10,243,14,32,0,0
31,25,0,10.2,6,19,21,31,31,28,18,47,68,1008,10,220,13,31,0.1,0.00393701
32,25,0,8.8,6,27,22,31,31,28,15,49,68,1009,10,221,10,32,0,0
32,25,0,8.8,7,34,21,32,32,29,11,51,62,1010,10,227,8,32,0.1,0.00393701
32,26,0,11.6,8,42,21,33,33,30,11,35,60,1009,10,278,8,32,0.1,0.00393701
34,26,0,11.6,8,49,20,33,33,30,11,24,56,1008,10,262,8,34,0,0
36,27,0,11.6,8,57,20,34,34,32,9,18,53,1008,10,271,7,36,0,0
35,27,0,11.6,8,64,21,35,35,32,13,16,54,1008,10,291,10,35,0.5,0.01968505
36,27,0,11.6,8,72,20,35,35,32,14,8,52,1007,10,317,10,36,0,0
38,28,0,11.6,8,80,17,34,34,32,24,12,42,1005,10,335,16,38,0,0
34,28,0,10.2,7,87,21,34,34,31,13,35,57,1005,10,237,10,34,0.5,0.01968505
32,26,0,8.8,6,95,23,33,33,29,18,64,71,1008,8,172,12,32,0.8,0.03149608
36,26,0,11.6,8,100,22,34,34,30,17,13,65,1010,10,215,13,36,0,0
36,26,0,11.6,8,100,21,36,36,32,9,2,56,1010,10,242,8,36,0,0
36,26,0,11.6,8,83,21,38,38,34,7,2,51,1009,10,206,6,36,0,0
37,27,0,11.6,8,75,18,35,35,33,7,3,42,1009,10,247,6,37,0,0
37,27,0,11.6,8,68,17,35,35,34,6,2,37,1010,10,94,5,37,0,0
37,27,0,11.6,8,60,17,37,37,35,5,1,36,1011,10,131,4,37,0,0
37,28,0,11.6,8,52,16,36,36,35,6,2,33,1010,10,210,5,37,0,0
37,27,0,11.6,8,51,17,36,36,35,7,2,36,1010,10,105,6,37,0,0
37,28,0,11.6,8,43,18,35,35,34,10,7,40,1010,10,113,7,37,0,0
37,29,0,11.6,7,36,20,37,37,34,8,12,46,1010,10,153,6,37,0.3,0.01181103
37,29,0,11.6,8,29,20,37,37,34,8,11,45,1010,10,138,6,37,0,0
37,29,0,11.6,8,21,18,36,36,34,12,7,41,1011,10,91,9,37,0,0
38,28,0,11.6,8,14,17,36,36,35,8,3,35,1011,10,63,6,38,0,0
38,28,0,11.6,8,7,13,34,34,34,7,7,29,1010,10,87,5,38,0,0
38,28,0,11.6,8,0,14,35,35,35,5,5,29,1009,10,130,4,38,0,0
38,28,0,11.6,8,0,15,36,36,35,7,6,31,1009,10,174,5,38,0,0
38,28,0,11.6,8,0,16,36,36,35,9,4,33,1009,10,300,6,38,0,0
38,28,0,11.6,8,7,15,34,34,34,8,12,33,1009,10,151,6,38,0,0
37,28,0,11.6,8,15,13,33,33,34,8,5,29,1010,10,70,5,37,0,0
37,27,0,11.6,8,22,13,33,33,33,9,7,30,1011,10,77,6,37,0,0
37,27,0,11.6,8,29,13,33,33,33,7,11,31,1012,10,144,5,37,0,0
37,27,0,11.6,8,36,14,34,34,34,6,3,30,1012,10,198,4,37,0,0
37,28,0,11.6,8,44,14,34,34,34,6,4,31,1012,10,187,4,37,0,0
36,28,0,11.6,8,51,14,33,33,33,5,5,32,1012,10,220,4,36,0,0
36,27,0,11.6,8,58,16,34,34,33,7,7,37,1011,10,259,5,36,0,0
37,27,0,11.6,8,66,16,34,34,33,9,6,37,1012,10,266,7,37,0,0
37,28,0,11.6,8,73,14,34,34,34,7,7,31,1013,10,177,5,37,0,0
37,27,0,11.6,8,80,7,32,32,33,12,1,20,1014,10,67,9,37,0,0
36,25,0,11.6,8,87,6,32,32,34,5,0,19,1013,10,131,4,36,0,0
36,25,0,11.6,8,95,9,33,33,34,6,1,23,1013,10,216,5,36,0,0
36,26,0,11.6,8,100,12,33,33,34,5,2,27,1013,10,211,4,36,0,0
37,26,0,11.6,8,100,12,34,34,35,6,1,25,1014,10,136,5,37,0,0
36,26,0,11.6,8,84,11,32,32,33,7,5,28,1015,10,53,5,36,0,0
37,27,0,11.6,8,76,10,31,31,32,9,7,26,1015,10,62,6,37,0,0
36,26,0,11.6,8,69,9,31,31,32,9,6,24,1015,10,57,6,36,0,0
35,25,0,11.6,8,62,8,30,30,31,15,2,25,1014,10,73,10,35,0,0
34,24,0,11.6,8,54,7,28,28,30,18,0,25,1014,10,75,12,34,0,0
34,23,0,11.6,8,51,9,28,28,29,20,0,28,1014,10,70,13,34,0,0
35,24,0,11.6,8,34,12,30,30,30,16,3,33,1013,10,66,10,35,0,0
35,25,0,11.6,8,26,13,31,31,31,12,6,34,1012,10,86,8,35,0,0
35,25,0,11.6,8,19,13,31,31,32,7,4,32,1012,10,189,5,35,0,0
35,26,0,11.5,8,11,13,31,31,32,8,7,32,1012,10,162,6,35,0,0
34,25,0,8.7,8,4,10,29,29,30,14,5,30,1013,10,88,10,34,0,0
34,24,0,8.7,7,0,6,28,28,29,15,3,23,1014,10,45,11,34,0,0
33,21,0,8.7,7,0,4,27,27,29,13,0,22,1014,10,54,9,33,0,0
34,21,0,8.7,7,0,5,28,28,29,13,0,22,1013,10,63,9,34,0,0
34,21,0,8.7,7,4,6,29,29,30,11,0,23,1012,10,95,8,34,0,0
34,23,0,8.7,7,11,7,30,30,31,9,0,23,1013,10,127,7,34,0,0
35,23,0,8.7,8,19,8,30,30,31,9,0,23,1014,10,69,7,35,0,0
35,23,0,8.7,8,26,8,31,31,32,6,0,23,1013,10,174,5,35,0,0
34,23,0,8.7,8,34,8,31,31,32,5,1,24,1011,10,174,4,34,0,0
34,24,0,8.7,8,41,12,30,30,30,7,5,33,1011,10,147,5,34,0,0
34,24,0,8.7,8,49,11,29,29,30,12,3,31,1014,10,79,9,34,0,0
33,23,0,8.7,7,56,5,27,27,29,15,0,23,1014,10,44,11,33,0,0
33,22,0,8.7,7,64,7,29,29,30,8,2,24,1012,10,84,6,33,0,0
34,22,0,8.7,7,72,9,30,30,31,7,0,25,1012,10,116,5,34,0,0
34,23,0,8.7,8,79,8,30,30,31,8,0,24,1014,10,128,6,34,0,0
34,24,0,8.7,8,87,10,30,30,32,9,0,27,1014,10,76,6,34,0,0
34,24,0,8.7,8,94,11,30,30,30,12,4,31,1014,10,101,8,34,0,0
34,24,0,8.7,8,100,13,30,30,30,11,4,36,1015,10,125,8,34,0,0
34,24,0,8.7,8,100,9,29,29,30,18,0,28,1017,10,37,12,34,0,0
33,23,0,8.7,7,83,8,28,28,29,13,0,27,1017,10,84,9,33,0,0
33,22,0,8.7,7,76,8,27,27,28,10,4,28,1016,10,66,7,33,0,0
33,22,0,7.1,6,68,5,26,26,27,18,39,25,1014,10,65,11,33,0,0
32,21,0,3.9,6,60,4,25,25,26,22,73,25,1015,10,67,13,32,0,0
31,21,0,8.7,7,53,6,26,26,26,19,22,28,1016,10,66,12,31,0,0
31,20,0,8.7,7,45,7,25,25,26,21,0,31,1017,10,60,14,31,0,0
31,20,0,8.7,7,38,8,25,25,25,20,5,35,1017,10,57,13,31,0,0
30,19,0,8.7,7,36,9,25,25,26,16,0,35,1015,10,57,11,30,0,0
30,19,0,8.7,7,29,10,27,27,26,13,0,36,1013,10,63,9,30,0,0
30,19,0,8.7,7,22,8,25,25,26,17,9,32,1013,10,59,11,30,0,0
31,21,0,8.7,7,15,11,27,27,27,15,2,39,1014,10,81,10,31,0,0
30,21,0,8.7,7,7,9,27,27,27,14,1,34,1013,10,162,10,30,0,0
30,20,0,8.7,7,0,8,26,26,26,11,4,33,1013,10,122,8,30,0,0
30,19,0,8.7,7,0,7,26,26,26,14,4,30,1013,10,61,10,30,0,0
30,19,0,8.7,7,0,6,25,25,25,19,0,30,1014,10,172,12,30,0,0
29,19,0,8.7,7,7,7,26,26,26,13,0,31,1013,10,155,9,29,0,0
29,19,0,8.7,7,14,8,26,26,25,7,9,33,1013,10,125,5,29,0,0
29,21,0,8.7,7,21,10,26,26,25,9,33,38,1014,10,160,6,29,0,0
29,20,0,8.7,7,29,8,25,25,25,15,16,36,1015,10,172,10,29,0,0
26,16,0,8.7,6,36,3,22,22,22,16,0,30,1019,10,30,12,26,0,0
26,15,0,8.7,6,43,3,20,20,20,27,0,34,1020,10,51,17,26,0,0
27,15,0,8.7,6,51,5,20,20,20,27,0,37,1020,10,59,18,27,0,0
25,15,0,8.7,6,58,-1,19,19,19,31,20,26,1019,10,60,20,25,0,0
27,17,0,8.7,6,65,0,20,20,21,28,18,25,1018,10,60,18,27,0,0
26,14,0,8.7,6,72,0,20,20,20,22,0,26,1018,10,54,14,26,0,0
28,15,0,8.7,6,80,0,21,21,21,18,0,24,1017,10,65,11,28,0,0
28,15,0,8.7,6,87,1,22,22,22,18,0,26,1017,10,60,11,28,0,0
29,16,0,8.7,7,94,4,24,24,24,13,0,28,1015,10,63,9,29,0,0
29,16,0,10.8,6,100,4,24,24,25,10,0,26,1015,10,162,7,29,0,0
30,17,0,10.8,6,100,5,25,25,25,14,0,29,1015,10,161,9,30,0,0
29,18,0,10.8,6,84,5,25,25,25,13,0,28,1015,10,180,9,29,0,0
28,17,0,10.8,6,77,3,23,23,23,16,0,27,1015,10,213,10,28,0,0
27,15,0,10.8,6,69,2,22,21,22,16,0,28,1015,10,294,11,27,0,0
26,15,0,10.8,6,62,-1,22,21,22,13,0,22,1017,10,37,9,26,0,0
25,14,0,10.8,6,55,-5,20,20,20,19,0,19,1017,10,68,12,25,0,0
25,13,0,10.8,6,48,-6,19,19,19,22,0,18,1018,10,68,14,25,0,0
27,14,0,10.8,6,40,-2,20,20,20,21,0,22,1019,10,73,13,27,0,0
28,15,0,10.9,6,36,0,22,22,23,17,0,22,1019,10,58,10,28,0,0
32,18,0,10.8,7,26,2,24,24,25,14,0,23,1018,10,160,9,32,0,0
31,20,0,10.9,7,19,3,25,25,25,13,0,25,1018,10,205,9,31,0,0
31,19,0,10.9,7,11,0,24,24,24,18,0,22,1019,10,48,11,31,0,0
30,17,0,10.9,6,4,1,23,23,23,18,15,24,1017,10,147,10,30,0,0
30,18,0,10.1,5,0,3,24,24,23,12,42,28,1016,10,249,7,30,0,0
27,19,0,10.9,6,0,6,22,22,22,21,0,41,1017,10,210,14,27,0,0
27,15,0,10.9,6,3,4,20,21,20,25,0,35,1018,10,50,16,27,0,0
29,15,0,10.9,6,10,4,22,22,22,21,0,35,1017,10,147,13,29,0,0
29,17,0,10.9,6,18,4,23,23,23,16,0,32,1016,10,65,11,29,0,0
30,17,0,10.9,6,25,5,24,24,24,17,0,33,1015,10,52,11,30,0,0
28,18,0,10.9,6,32,4,23,23,23,15,6,30,1015,10,92,9,28,0,0
30,17,0,10.9,6,39,4,23,23,23,17,1,31,1015,10,140,11,30,0,0
29,18,0,10.9,6,47,5,24,24,23,17,2,34,1017,10,145,11,29,0,0
28,17,0,10.9,6,54,6,23,23,22,25,0,36,1018,10,53,16,28,0,0
30,16,0,10.9,6,61,4,23,23,23,22,5,31,1017,10,63,13,30,0,0
31,17,0,10.9,6,69,5,24,24,24,15,9,31,1015,10,164,8,31,0,0
32,18,0,10.9,7,76,6,25,25,25,14,12,34,1015,10,159,8,32,0,0
32,19,0,10.9,7,83,5,26,26,26,19,0,29,1015,10,63,12,32,0,0
34,19,0,11,7,90,5,27,27,27,19,0,27,1014,10,139,11,34,0,0
33,21,0,11,7,98,6,27,27,27,14,0,27,1014,10,141,9,33,0,0
29,22,0,11,7,100,9,26,26,25,14,1,37,1012,10,285,10,29,0,0
27,19,0,11,6,88,11,23,23,22,15,9,51,1013,10,264,11,27,0,0
28,18,0,11,6,81,6,23,23,22,14,8,37,1015,10,264,9,28,0,0
29,17,0,11,6,73,5,23,23,23,16,1,35,1017,10,146,10,29,0,0
25,16,0,11,6,66,1,20,20,20,25,3,33,1018,10,166,15,25,0,0
24,14,0,11,6,59,0,18,19,18,26,2,30,1020,10,36,16,24,0,0
25,13,0,11,6,51,-2,18,19,18,25,0,25,1021,10,43,16,25,0,0
25,13,0,11,6,44,-3,19,20,19,24,0,24,1022,10,51,15,25,0,0
25,13,0,11,6,37,-3,19,20,19,23,0,23,1020,10,62,14,25,0,0
29,14,0,11.1,6,30,-2,22,22,21,17,4,22,1017,10,95,10,29,0,0
27,16,0,10.1,5,26,-1,22,22,22,12,23,22,1015,10,145,7,27,0,0
29,18,0,11.1,6,8,5,23,23,23,21,1,33,1016,10,214,13,29,0,0
29,16,0,11.1,6,1,2,23,23,23,20,0,29,1016,10,112,13,29,0,0
30,17,0,11.1,6,0,4,24,24,23,24,3,30,1016,10,44,14,30,0,0
33,20,0,11.1,7,0,8,26,26,26,24,10,33,1016,10,120,14,33,0,0
32,22,0,11.1,7,0,10,29,29,27,16,8,37,1016,13,286,10,32,0,0
30,21,0,11.1,7,7,4,26,26,25,15,2,27,1013,10,297,10,30,0,0
24,18,0,11.1,6,14,4,21,21,21,28,3,35,1012,10,269,20,24,0,0
25,17,0,11.2,6,22,4,22,22,21,10,1,36,1015,10,203,8,25,0,0
28,16,0,11.2,6,29,2,22,22,22,14,1,31,1018,17,144,10,28,0,0
30,15,0,11.2,6,37,-3,23,23,22,19,4,21,1018,14,60,12,30,0,0
32,16,0,11.2,7,44,-2,25,25,24,18,4,20,1017,14,56,11,32,0,0
34,19,0,11.2,7,52,0,27,27,27,18,5,19,1016,13,125,11,34,0,0
34,22,0,11.2,7,60,5,28,28,28,18,25,25,1016,13,156,11,34,0,0
32,21,0,11.2,7,67,10,27,27,26,17,2,43,1014,14,289,12,32,0,0
31,20,0,11.2,7,75,5,25,25,25,18,2,29,1015,14,330,12,31,0,0
31,19,0,11.2,7,82,2,25,25,25,18,0,25,1016,13,103,12,31,0,0
33,19,0,11.3,7,90,1,26,26,26,14,2,22,1015,15,155,9,33,0,0
31,20,0,11.3,7,97,3,25,25,25,16,6,25,1011,13,289,11,31,0,0
33,20,0,11.3,7,100,12,27,27,26,14,5,45,1012,11,301,9,33,0,0
36,22,0,11.3,8,88,9,30,30,29,16,16,34,1013,10,157,10,36,0,0
33,22,0,11.3,7,80,14,28,28,27,22,19,49,1016,10,304,14,33,0,0
33,23,0,10.1,6,73,14,28,28,27,18,18,48,1016,10,302,12,33,0,0
33,22,0,11.3,7,65,4,28,28,27,20,7,25,1014,17,122,12,33,0,0
33,22,0,11.3,7,57,0,27,27,27,22,8,18,1012,11,248,14,33,0,0
33,21,0,11.4,7,50,2,27,27,27,18,0,23,1011,10,316,12,33,0,0
30,21,0,11.4,7,42,9,25,25,25,26,8,39,1010,10,285,18,30,0,0
30,21,0,11.4,7,35,7,25,25,25,23,3,36,1010,10,293,15,30,0,0
31,19,0,11.4,7,27,-3,25,25,26,15,1,17,1013,10,140,10,31,0,0
32,19,0,11.4,7,26,-2,26,26,26,21,4,17,1012,10,60,13,32,0,0
36,22,0,11.4,8,19,3,29,29,29,25,5,21,1010,10,136,16,36,0,0
30,25,0,11.4,7,12,15,28,28,27,21,14,51,1010,10,284,15,30,0,0
